Cause,Deaths,Year,Sex
"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis (S38)",3.0,2018,Male
"Other and unspecified injuries of abdomen, lower back and pelvis (S39)",38.0,2018,Male
Injuries to the shoulder and upper arm (S40-S49),97.0,2018,Male
Superficial injury of shoulder and upper arm (S40),1.0,2018,Male
Open wound of shoulder and upper arm (S41),6.0,2018,Male
Fracture of shoulder and upper arm (S42),83.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of shoulder girdle (S43)",3.0,2018,Male
Injury of nerves at shoulder and upper arm level (S44),1.0,2018,Male
Injury of blood vessels at shoulder and upper arm level (S45),0.0,2018,Male
Injury of muscle and tendon at shoulder and upper arm level (S46),0.0,2018,Male
Crushing injury of shoulder and upper arm (S47),0.0,2018,Male
Traumatic amputation of shoulder and upper arm (S48),0.0,2018,Male
Other and unspecified injuries of shoulder and upper arm (S49),4.0,2018,Male
Injuries to the elbow and forearm (S50-S59),22.0,2018,Male
Superficial injury of forearm (S50),0.0,2018,Male
Open wound of forearm (S51),12.0,2018,Male
Fracture of forearm (S52),7.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of elbow (S53)",0.0,2018,Male
Injury of nerves at forearm level (S54),0.0,2018,Male
Injury of blood vessels at forearm level (S55),1.0,2018,Male
Injury of muscle and tendon at forearm level (S56),0.0,2018,Male
Crushing injury of forearm (S57),0.0,2018,Male
Traumatic amputation of forearm (S58),1.0,2018,Male
Other and unspecified injuries of forearm (S59),2.0,2018,Male
Injuries to the wrist and hand (S60-S69),24.0,2018,Male
Superficial injury of wrist and hand (S60),1.0,2018,Male
Open wound of wrist and hand (S61),17.0,2018,Male
Fracture at wrist and hand level (S62),5.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments at wrist and hand level (S63)",0.0,2018,Male
Injury of nerves at wrist and hand level (S64),0.0,2018,Male
Injury of blood vessels at wrist and hand level (S65),1.0,2018,Male
Injury of muscle and tendon at wrist and hand level (S66),0.0,2018,Male
Crushing injury of wrist and hand (S67),0.0,2018,Male
Traumatic amputation of wrist and hand (S68),0.0,2018,Male
Other and unspecified injuries of wrist and hand (S69),4.0,2018,Male
Injuries to the hip and thigh (S70-S79),962.0,2018,Male
Superficial injury of hip and thigh (S70),5.0,2018,Male
Open wound of hip and thigh (S71),5.0,2018,Male
Fracture of femur (S72),943.0,2018,Male
"Dislocation, sprain and strain of joint and ligaments of hip (S73)",2.0,2018,Male
Injury of nerves at hip and thigh level (S74),0.0,2018,Male
Injury of blood vessels at hip and thigh level (S75),4.0,2018,Male
Injury of muscle and tendon at hip and thigh level (S76),0.0,2018,Male
Crushing injury of hip and thigh (S77),0.0,2018,Male
Traumatic amputation of hip and thigh (S78),1.0,2018,Male
Other and specified injuries of hip and thigh (S79),5.0,2018,Male
Injuries to the knee and lower leg (S80-S89),45.0,2018,Male
Superficial injury of lower leg (S80),0.0,2018,Male
Open wound of lower leg (S81),2.0,2018,Male
"Fracture of lower leg, including ankle (S82)",32.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of knee (S83)",0.0,2018,Male
Injury of nerves at lower leg level (S84),0.0,2018,Male
Injury of blood vessels at lower leg level (S85),0.0,2018,Male
Injury of muscle and tendon at lower leg level (S86),3.0,2018,Male
Crushing injury of lower leg (S87),0.0,2018,Male
Traumatic amputation of lower leg (S88),3.0,2018,Male
Other and unspecified injuries of lower leg (S89),6.0,2018,Male
Injuries to the ankle and foot (S90-S99),11.0,2018,Male
Superficial injury of ankle and foot (S90),0.0,2018,Male
Open wound of ankle and foot (S91),4.0,2018,Male
"Fracture of foot, except ankle (S92)",1.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments at ankle and foot level (S93)",2.0,2018,Male
Injury of nerves at ankle and foot level (S94),0.0,2018,Male
Injury of blood vessels at ankle and foot level (S95),0.0,2018,Male
Injury of muscle and tendon at ankle and foot level (S96),0.0,2018,Male
Crushing injury of ankle and foot (S97),0.0,2018,Male
Traumatic amputation of ankle and foot (S98),0.0,2018,Male
Other and unspecified injuries of ankle and foot (S99),4.0,2018,Male
Injuries involving multiple body regions (T00-T07),971.0,2018,Male
Superficial injuries involving multiple body regions (T00),1.0,2018,Male
Open wounds involving multiple body regions (T01),13.0,2018,Male
Fractures involving multiple body regions (T02),9.0,2018,Male
"Dislocations, sprains and strains involving multiple body regions (T03)",0.0,2018,Male
Crushing injuries involving multiple body regions (T04),2.0,2018,Male
Traumatic amputations involving multiple body regions (T05),0.0,2018,Male
"Other injuries involving multiple body regions, not elsewhere classified (T06)",6.0,2018,Male
Unspecified multiple injuries (T07),943.0,2018,Male
"Injuries to unspecified part of trunk, limb or body region (T08-T14)",448.0,2018,Male
"Fracture of spine, level unspecified (T08)",40.0,2018,Male
"Other injuries of spine and trunk, level unspecified (T09)",28.0,2018,Male
"Fracture of upper limb, level unspecified (T10)",4.0,2018,Male
"Other injuries of upper limb, level unspecified (T11)",8.0,2018,Male
"Fracture of lower limb, level unspecified (T12)",1.0,2018,Male
"Other injuries of lower limb, level unspecified (T13)",11.0,2018,Male
Injury of unspecified body region (T14),357.0,2018,Male
Effects of foreign body entering through natural orifice (T15-T19),634.0,2018,Male
Foreign body on external eye (T15),0.0,2018,Male
Foreign body in ear (T16),0.0,2018,Male
Foreign body in respiratory tract (T17),634.0,2018,Male
Foreign body in alimentary tract (T18),0.0,2018,Male
Foreign body in genitourinary tract (T19),0.0,2018,Male
Burns and corrosions (T20-T32),94.0,2018,Male
"Burns and corrosions of external body surface, specified by site (T20-T25)",3.0,2018,Male
Burn and corrosion of head and neck (T20),0.0,2018,Male
Burn and corrosion of trunk (T21),2.0,2018,Male
"Burn and corrosion of shoulder and upper limb, except wrist and hand (T22)",0.0,2018,Male
Burn and corrosion of wrist and hand (T23),0.0,2018,Male
"Burn and corrosion of hip and lower limb, except ankle and foot (T24)",0.0,2018,Male
Burn and corrosion of ankle and foot (T25),1.0,2018,Male
Burns and corrosions confined to eye and internal organs (T26-T28),1.0,2018,Male
Burn and corrosion confined to eye and adnexa (T26),0.0,2018,Male
Burn and corrosion of respiratory tract (T27),0.0,2018,Male
Burn and corrosion of other internal organs (T28),1.0,2018,Male
Burns and corrosions of multiple and unspecified body regions (T29-T32),90.0,2018,Male
Burns and corrosions of multiple body regions (T29),5.0,2018,Male
"Burn and corrosion, body region unspecified (T30)",76.0,2018,Male
Burns classified according to extent of body surface involved (T31),9.0,2018,Male
Corrosions classified according to extent of body surface involved (T32),0.0,2018,Male
"Frostbite, poisonings and toxic effects (T33-T98)",4284.0,2018,Male
Frostbite (T33-T35),0.0,2018,Male
Superficial frostbite (T33),0.0,2018,Male
Frostbite with tissue necrosis (T34),0.0,2018,Male
Frostbite involving multiple body regions and unspecified frostbite (T35),0.0,2018,Male
"Poisoning by drugs, medicaments and biological substances (T36-T50)",1359.0,2018,Male
Poisoning by systemic antibiotics (T36),1.0,2018,Male
Poisoning by other systemic anti-infectives and antiparasitics (T37),13.0,2018,Male
"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified (T38)",38.0,2018,Male
"Poisoning by nonopioid analgesics, antipyretics and antirheumatics (T39)",207.0,2018,Male
Poisoning by narcotics and psychodysleptics [hallucinogens] (T40),1011.0,2018,Male
Poisoning by anaesthetics and therapeutic gases (T41),34.0,2018,Male
"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs (T42)",777.0,2018,Male
"Poisoning by psychotropic drugs, not elsewhere classified (T43)",867.0,2018,Male
Poisoning by drugs primarily affecting the autonomic nervous system (T44),61.0,2018,Male
"Poisoning by primarily systemic and haematological agents, not elsewhere classified (T45)",91.0,2018,Male
Poisoning by agents primarily affecting the cardiovascular system (T46),46.0,2018,Male
Poisoning by agents primarily affecting the gastrointestinal system (T47),9.0,2018,Male
Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system (T48),26.0,2018,Male
"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs (T49)",6.0,2018,Male
"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances (T50)",28.0,2018,Male
Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),666.0,2018,Male
Toxic effect of alcohol (T51),381.0,2018,Male
Toxic effect of organic solvents (T52),8.0,2018,Male
Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons (T53),0.0,2018,Male
Toxic effect of corrosive substances (T54),4.0,2018,Male
Toxic effect of soaps and detergents (T55),0.0,2018,Male
Toxic effect of metals (T56),0.0,2018,Male
Toxic effect of other inorganic substances (T57),1.0,2018,Male
Toxic effect of carbon monoxide (T58),134.0,2018,Male
"Toxic effect of other gases, fumes and vapours (T59)",117.0,2018,Male
Toxic effect of pesticides (T60),10.0,2018,Male
Toxic effect of noxious substances eaten as seafood (T61),0.0,2018,Male
Toxic effect of other noxious substances eaten as food (T62),1.0,2018,Male
Toxic effect of contact with venomous animals (T63),10.0,2018,Male
Toxic effect of aflatoxin and other mycotoxin food contaminants (T64),0.0,2018,Male
Toxic effect of other and unspecified substances (T65),12.0,2018,Male
Other and unspecified effects of external causes (T66-T78),1896.0,2018,Male
Unspecified effects of radiation (T66),1.0,2018,Male
Effects of heat and light (T67),17.0,2018,Male
Hypothermia (T68),15.0,2018,Male
Other effects of reduced temperature (T69),4.0,2018,Male
Effects of air pressure and water pressure (T70),2.0,2018,Male
Asphyxiation (T71),1605.0,2018,Male
Effects of other deprivation (T73),4.0,2018,Male
Maltreatment syndromes (T74),0.0,2018,Male
Effects of other external causes (T75),235.0,2018,Male
"Adverse effects, not elsewhere classified (T78)",16.0,2018,Male
Certain early complications of trauma (T79),38.0,2018,Male
"Certain early complications of trauma, not elsewhere classified (T79)",38.0,2018,Male
"Complications of surgical and medical care, not elsewhere classified (T80-T88)",452.0,2018,Male
"Complications following infusion, transfusion and therapeutic injection (T80)",5.0,2018,Male
"Complications of procedures, not elsewhere classified (T81)",178.0,2018,Male
"Complications of cardiac and vascular prosthetic devices, implants and grafts (T82)",86.0,2018,Male
"Complications of genitourinary prosthetic devices, implants and grafts (T83)",17.0,2018,Male
"Complications of internal orthopaedic prosthetic devices, implants and grafts (T84)",40.0,2018,Male
"Complications of other internal prosthetic devices, implants and grafts (T85)",16.0,2018,Male
Failure and rejection of transplanted organs and tissues (T86),90.0,2018,Male
Complications peculiar to reattachment and amputation (T87),6.0,2018,Male
"Other complications of surgical and medical care, not elsewhere classified (T88)",17.0,2018,Male
"Sequelae of injuries, of poisoning and of other consequences of external causes (T90-T98)",416.0,2018,Male
Sequelae of injuries of head (T90),121.0,2018,Male
Sequelae of injuries of neck and trunk (T91),51.0,2018,Male
Sequelae of injuries of upper limb (T92),8.0,2018,Male
Sequelae of injuries of lower limb (T93),19.0,2018,Male
Sequelae of injuries involving multiple and unspecified body regions (T94),16.0,2018,Male
"Sequelae of burns, corrosions and frostbite (T95)",1.0,2018,Male
"Sequelae of poisoning by drugs, medicaments and biological substances (T96)",1.0,2018,Male
Sequelae of toxic effects of substances chiefly nonmedicinal as to source (T97),84.0,2018,Male
Sequelae of other and unspecified effects of external causes (T98),125.0,2018,Male
Transport accidents (V01-V99),1082.0,2018,Male
Pedestrian injured in transport accident (V01-V09),162.0,2018,Male
Pedestrian injured in collision with pedal cycle (V01),0.0,2018,Male
Pedestrian injured in collision with two- or three-wheeled motor vehicle (V02),2.0,2018,Male
"Pedestrian injured in collision with car, pick-up truck or van (V03)",113.0,2018,Male
Pedestrian injured in collision with heavy transport vehicle or bus (V04),17.0,2018,Male
Pedestrian injured in collision with railway train or railway vehicle (V05),7.0,2018,Male
Pedestrian injured in collision with other nonmotor vehicle (V06),0.0,2018,Male
Pedestrian injured in other and unspecified transport accidents (V09),23.0,2018,Male
Pedal cyclist injured in transport accident (V10-V19),40.0,2018,Male
Pedal cyclist injured in collision with pedestrian or animal (V10),2.0,2018,Male
Pedal cyclist injured in collision with other pedal cycle (V11),1.0,2018,Male
Pedal cyclist injured in collision with two- or three-wheeled motor vehicle (V12),0.0,2018,Male
"Pedal cyclist injured in collision with car, pick-up truck or van (V13)",12.0,2018,Male
Pedal cyclist injured in collision with heavy transport vehicle or bus (V14),10.0,2018,Male
Pedal cyclist injured in collision with railway train or railway vehicle (V15),0.0,2018,Male
Pedal cyclist injured in collision with other nonmotor vehicle (V16),0.0,2018,Male
Pedal cyclist injured in collision with fixed or stationary object (V17),6.0,2018,Male
Pedal cyclist injured in noncollision transport accident (V18),5.0,2018,Male
Pedal cyclist injured in other and unspecified transport accidents (V19),4.0,2018,Male
Motorcycle rider injured in transport accident (V20-V29),215.0,2018,Male
Motorcycle rider injured in collision with pedestrian or animal (V20),4.0,2018,Male
Motorcycle rider injured in collision with pedal cycle (V21),0.0,2018,Male
Motorcycle rider injured in collision with two- or three-wheeled motor vehicle (V22),10.0,2018,Male
"Motorcycle rider injured in collision with car, pick-up truck or van (V23)",72.0,2018,Male
Motorcycle rider injured in collision with heavy transport vehicle or bus (V24),13.0,2018,Male
Motorcycle rider injured in collision with railway train or railway vehicle (V25),0.0,2018,Male
Motorcycle rider injured in collision with other nonmotor vehicle (V26),0.0,2018,Male
Motorcycle rider injured in collision with fixed or stationary object (V27),76.0,2018,Male
Motorcycle rider injured in noncollision transport accident (V28),31.0,2018,Male
Motorcycle rider injured in other and unspecified transport accidents (V29),10.0,2018,Male
Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),0.0,2018,Male
